Equipment ID,EquipmentName,UniqueName,BarcodeNumber,Category,Subcategory,SerialNumber,ModelNumber,Manufacturer,Location,Facility ResQ ID,Facility Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ22179,Steam table,Soup Station,A0000000B0P,Food Preparation Equipment,Hot Holding Units,,,Garland,,F700,Tim Hortons # 6084,equipment/images/429201812250.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ22252,Steam table,Soup Station,A0000000C2U,Food Preparation Equipment,Hot Holding Units,,,Cayenne,,F704,Tim Hortons # 2758,equipment/images/429201812528.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ22254,Steam table,Soup Station,A0000000C2R,Food Preparation Equipment,Hot Holding Units,,,Cayenne,,F704,Tim Hortons # 2758,equipment/images/429201812531.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ22246,Steam table,Soup Station,A0000000C33,Food Preparation Equipment,Hot Holding Units,,,Garland,,F704,Tim Hortons # 2758,equipment/images/4292018125013.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ21171,Steam table,Soup Station,A00000009A7,Food Preparation Equipment,Hot Holding Units,,,Gar,,F574,Tim Hortons #2068,equipment/images/326201815954.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ22641,Steam table,Soup Station,A0000000C7T,Food Preparation Equipment,Hot Holding Units,,,Garland,,F715,Tim Hortons - 5840,equipment/images/430201813154.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ22624,Steam table,Soup Station,A0000000C7X,Food Preparation Equipment,Hot Holding Units,,,Garland,,F715,Tim Hortons - 5840,equipment/images/430201813453.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ22471,Steam table,Soup Station,A0000000AGO,Food Preparation Equipment,Hot Holding Units,,,Garland,,F699,Tim Hortons # 3296,equipment/images/4292018152134.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ22306,Steam table,Soup Station,A0000000AOZ,Food Preparation Equipment,Hot Holding Units,,,Garland,,F701,Tim Hortons # 1650,equipment/images/4292018133349.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ21963,Steam table,Soup Station,A0000000BOQ,Food Preparation Equipment,Hot Holding Units,,,Garland,,F705,Tim Hortons # 2490,equipment/images/429201892634.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ22409,Steam table,Soup Station,A0000000C58,Food Preparation Equipment,Hot Holding Units,,,Wells,"M00300TDMTEE
M3TD0114A002",F702,Tim Hortons # 1873,equipment/images/4292018142550.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ22386,Steam table,Soup Station,A0000000APB,Food Preparation Equipment,Hot Holding Units,,,Garland,,F702,Tim Hortons # 1873,equipment/images/4292018141932.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ22585,Steam table,Soup Station,A0000000CAR,Food Preparation Equipment,Hot Holding Units,,,Garland,,F665,Tim Hortons #5365,equipment/images/4302018114924.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ22804,Steam table,Soup Station,A0000000ED1,Food Preparation Equipment,Hot Holding Units,,,Garland,,F719,Tim Hortons - 1931,equipment/images/512018153131.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ22794,Steam table,Soup Station,A0000000EX9,Food Preparation Equipment,Hot Holding Units,,,Garland,,F719,Tim Hortons - 1931,equipment/images/51201815260.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ22141,Warming Station,Soup Station,A0000000BD1,Food Preparation Equipment,Hot Holding Units,,,Wells,NA,F703,Tim Hortons #1909,equipment/images/images_t9clYre.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ19320,Apw Wyott,Soup Warmer,A0000000548,Food Preparation Equipment,Hot Holding Units,,,Apw Wyott,NA,F458,Tim Hortons 6080,equipment/images/images_AE2sdX8.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ21426,Food Warner,Soup Warmer,A0000000BSK,Food Preparation Equipment,Hot Holding Units,,,APW Wyott,"Model fd60h
Serial 8005316111008",F659,Symposium  Cafe - Milton,equipment/images/4920181099.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ22202,Hot Holding Unit,Soup Warmer,A0000000AXH,Food Preparation Equipment,Hot Holding Units,,,APW Wyott,Left side,F710,Tim Hortons - 3462,equipment/images/images_h6FRW87.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ22195,Hot Holding Unit,Soup Warmer,A0000000AXK,Food Preparation Equipment,Hot Holding Units,,,APW Wyott,Right side NA,F710,Tim Hortons - 3462,equipment/images/images_uk0ax6z.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ16419,Soup Heating Pot,Soup Warmer,A00000001WI,Food Preparation Equipment,Hot Holding Units,Wiped,Wiped,Southbend,NA,F392,Ravi Soups Adelaide,/equipment/images/images_3yg1ebq.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ16417,Soup Heating Pot,Soup Warmer,A00000001WH,Food Preparation Equipment,Hot Holding Units,84553-7GG-2917,KFCI-10,Southbend,NA,F392,Ravi Soups Adelaide,/equipment/images/images_ilh2ogi.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ20228,Soup Kettle,Soup Warmer,A00000007HJ,Food Preparation Equipment,Hot Holding Units,46-C020082,K12ETT,Vulcan,NA,F553,Hogtown Smoke - Colborne,/equipment/images/images_7KouCOg.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ20876,Soup Machine,Soup Warmer,A00000008VK,Food Preparation Equipment,Hot Holding Units,,,NA,NA,F643,Delmanor,equipment/images/images_xQYgQkb.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ15888,Soup Maker,Soup Warmer,A00000001JJ,Food Preparation Equipment,Hot Holding Units,NA,NA,NA,Middle of kitchen - counter,F382,Capocaccia Trattoria 001,/equipment/images/images_1eYYC5B.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ17363,Soup Maker,Soup Warmer,A00000003EZ,Food Preparation Equipment,Hot Holding Units,12111455102-3730,KLT-60G,Blogett,NA,F426,Ravi Soups Queen St. W 2,/equipment/images/images_efe4Dkp.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ17365,Soup Maker,Soup Warmer,A00000003F9,Food Preparation Equipment,Hot Holding Units,12111455103-373,KLT-60G,Blogett,NA,F426,Ravi Soups Queen St. W 2,/equipment/images/images_jBTlmOe.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ17364,Soup Maker,Soup Warmer,A00000003F0,Food Preparation Equipment,Hot Holding Units,12111455104-3732,KLT-60G,Blogett,NA,F426,Ravi Soups Queen St. W 2,/equipment/images/images_vfLGNMj.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ16213,Soup Station,Soup Warmer,A000000015Z,Food Preparation Equipment,Hot Holding Units,M3TD0417A0050,NA,Wells,,F369,Tim Hortons #2930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ18512,Soup Station,Soup Warmer,A000000047I,Food Preparation Equipment,Hot Holding Units,,,Apw Wyott,NA,F347,Tim Hortons #8388,equipment/images/images_sGkymh0.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ18057,Soup Station,Soup Warmer,A00000004NH,Food Preparation Equipment,Hot Holding Units,,,APW Wyott,NA,F435,Tropical joe - Woodside Square,equipment/images/images_JmPHpQy.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ17574,Soup Station,Soup Warmer,A00000000R1,Food Preparation Equipment,Hot Holding Units,NA,NA,NA,,F360,Tim Hortons #2614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ17572,Soup Station,Soup Warmer,A00000000QX,Food Preparation Equipment,Hot Holding Units,NA,NAq,NA,,F360,Tim Hortons #2614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ17571,Soup Station,Soup Warmer,A00000000QO,Food Preparation Equipment,Hot Holding Units,NA,NA,NA,,F360,Tim Hortons #2614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ17573,Soup Station,Soup Warmer,A00000000R0,Food Preparation Equipment,Hot Holding Units,NA,NA,NA,,F360,Tim Hortons #2614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ17295,Soup Station,Soup Warmer,A00000003M8,Food Preparation Equipment,Hot Holding Units,NA,NA,Nella,NA,F423,Ravi Soup Charles St.,/equipment/images/images_CbBHtGQ.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ11332,Soup Station,Soup Warmer,A00000001P2,Food Preparation Equipment,Hot Holding Units,NA,NA,APW,Right,F187,Tim Hortons #0579,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ11331,Soup Station,Soup Warmer,A00000001P1,Food Preparation Equipment,Hot Holding Units,NA,NA,APW,Left,F187,Tim Hortons #0579,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ18148,Soup Station,Soup Warmer,A00000004BT,Food Preparation Equipment,Hot Holding Units,,,Apw Wyott,NA,F190,Tim Hortons #0005,equipment/images/images_mD56gYI.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ18149,Soup Station,Soup Warmer,A00000004BU,Food Preparation Equipment,Hot Holding Units,,,Apw Wyott,NA,F190,Tim Hortons #0005,equipment/images/images_YVojD4f.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ16982,Soup Station,Soup Warmer,A00000002H2,Food Preparation Equipment,Hot Holding Units,NA,NA,Apw Wyott,NA,F406,Tim Hortons 0379,/equipment/images/images_OOjk5Ji.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ16981,Soup Station,Soup Warmer,A00000002H5,Food Preparation Equipment,Hot Holding Units,NA,NA,Apw Wyott,Right,F406,Tim Hortons 0379,/equipment/images/images_wMwU9fa.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ17352,Soup Station,Soup Warmer,A00000003OB,Food Preparation Equipment,Hot Holding Units,D214-00618394-011,38103,Vollrath,NA,F425,Ravi Soups Dundas St.,/equipment/images/images_AEDaRxk.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ16296,Soup Station,Soup Warmer,A0000000148,Food Preparation Equipment,Hot Holding Units,NA,NA,APW,Left,F372,Tim Hortons #4853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ16297,Soup Station,Soup Warmer,A0000000147,Food Preparation Equipment,Hot Holding Units,NA,NA,APW,Right,F372,Tim Hortons #4853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ16262,Soup Station,Soup Warmer,A00000000XY,Food Preparation Equipment,Hot Holding Units,NA,NA,Cayenne,,F370,Tim Hortons #2368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ17480,Soup Station,Soup Warmer,A00000000OT,Food Preparation Equipment,Hot Holding Units,NA,NA,Cayenne,Left,F357,Tim Hortons #6010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ17481,Soup Station,Soup Warmer,A00000000OU,Food Preparation Equipment,Hot Holding Units,NA,NA,Cayenne,Right,F357,Tim Hortons #6010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ16415,Soup Station,Soup Warmer,A00000001WG,Food Preparation Equipment,Hot Holding Units,9508CE1414,ED15-THSE,Garland,NA,F392,Ravi Soups Adelaide,/equipment/images/images_hEtnxgM.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ16400,Soup Station,Soup Warmer,A00000001W7,Food Preparation Equipment,Hot Holding Units,NA,NA,Hatco,NA,F392,Ravi Soups Adelaide,/equipment/images/images_x64i9Kb.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ17524,Soup Station,Soup Warmer,A00000000TG,Food Preparation Equipment,Hot Holding Units,1.1111E+12,ED15THSE,Garland,,F367,Tim Hortons #3257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ17523,Soup Station,Soup Warmer,A00000000TI,Food Preparation Equipment,Hot Holding Units,8.081E+11,ED15THSE,Garland,,F367,Tim Hortons #3257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ16626,Soup Station,Soup Warmer,A00000001PV,Food Preparation Equipment,Hot Holding Units,NA,NA,APW WYATT,,F385,Tim Horton's 0599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ16627,Soup Station,Soup Warmer,A00000001PW,Food Preparation Equipment,Hot Holding Units,NA,NA,APW Wyatt,,F385,Tim Horton's 0599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ18409,Soup Station,Soup Warmer,A00000003ZW,Food Preparation Equipment,Hot Holding Units,,,Classic,NA,F472,Tim Horton's #1876,equipment/images/images_k1zUtT7.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ18756,Soup Station,Soup Warmer,A00000004UX,Food Preparation Equipment,Hot Holding Units,,,Classic,NA,F483,Tim Horton's #2293,equipment/images/images_vMftJc9.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ19319,Soup Station,Soup Warmer,A0000000545,Food Preparation Equipment,Hot Holding Units,,,Apw Wyott,NA,F458,Tim Hortons 6080,equipment/images/images_It9c3Zb.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ15751,Soup Station A A00000001CB,Soup Warmer,A00000001CB,Food Preparation Equipment,Hot Holding Units,BIRTHD0315A005,SS10ULTO,Wells Manufacturing,Unit A - main kitchen,F379,Paramount Biscayne,/equipment/images/images_fwfSRmU.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ7800,Soup Station A00000000F7,Soup Warmer,A00000000F7,Food Preparation Equipment,Hot Holding Units,Call Store,NA,Server,,F256,A&W #4394,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ15639,Soup Station A00000000YI,Soup Warmer,A00000000YI,Food Preparation Equipment,Hot Holding Units,80100180866,NA,NA,,F374,Tim Hortons #3217,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ15640,Soup Station A00000000YJ,Soup Warmer,A00000000YJ,Food Preparation Equipment,Hot Holding Units,8.051E+11,NA,NA,,F374,Tim Hortons #3217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ15641,Soup Station A00000000YK,Soup Warmer,A00000000YK,Food Preparation Equipment,Hot Holding Units,8.051E+11,NA,NA,,F374,Tim Hortons #3217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ16099,Soup Station A000000019I,Soup Warmer,A000000019I,Food Preparation Equipment,Hot Holding Units,NA,APW,Classic,Left,F365,Tim Hortons #5545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ16100,Soup Station A000000019J,Soup Warmer,A000000019J,Food Preparation Equipment,Hot Holding Units,NA,APW,Classic,Right,F365,Tim Hortons #5545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ18969,Soup Station A00000001AJ,Soup Warmer,EQF422J6CJ,Food Preparation Equipment,Hot Holding Units,NA,NA,Cayenne,,F422,Paramount Liberty Village,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ15826,Soup Station A00000001AJ,Soup Warmer,A00000001AJ,Food Preparation Equipment,Hot Holding Units,NA,NA,Cayenne,,F378,Paramount Liberty Village  (Deactivated),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ18970,Soup Station A00000001AL,Soup Warmer,EQF422FVNG,Food Preparation Equipment,Hot Holding Units,5209690465,SB60000,Soup Kettle,,F422,Paramount Liberty Village,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ15827,Soup Station A00000001AL,Soup Warmer,A00000001AL,Food Preparation Equipment,Hot Holding Units,5209690465,SB60000,Soup Kettle,,F378,Paramount Liberty Village  (Deactivated),/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ15752,Soup Station B A00000001CC,Soup Warmer,A00000001CC,Food Preparation Equipment,Hot Holding Units,BIRTHD0315A0042,SS10ULTO,Wells Manufacturing,Unit B main kitchen,F379,Paramount Biscayne,/equipment/images/images_0WWHhuZ.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ10000,Soup Station EQ10000,Soup Warmer,EQ10000F214,Food Preparation Equipment,Hot Holding Units,Classic Cook and ServeSerial #: 803411409021,CW-3A,APW Wyott,,F214,Tim Hortons #5556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ10009,Soup Station EQ10009,Soup Warmer,EQ10009F217,Food Preparation Equipment,Hot Holding Units,Classic Cook n' Serve,CW-3A,AWP Wyott,,F217,Tim Hortons #5569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ10016,Soup Station EQ10016,Soup Warmer,EQ10016F217,Food Preparation Equipment,Hot Holding Units,,,APW,,F217,Tim Hortons #5569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ10035,Soup Station EQ10035,Soup Warmer,EQ10035F217,Food Preparation Equipment,Hot Holding Units,Classic Cook n' Serve,CW-3A,AWP Wyott,,F217,Tim Hortons #5569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ10182,Soup Station EQ10182,Soup Warmer,EQ10182F212,Food Preparation Equipment,Hot Holding Units,Classic Cook n' Serve,CW-3A,APW Wyott,,F212,Tim Hortons #6024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ10183,Soup Station EQ10183,Soup Warmer,EQ10183F212,Food Preparation Equipment,Hot Holding Units,Classic Cook n' ServeReplacement unit: 803411512115,CW-3A,APW Wyott,,F212,Tim Hortons #6024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ10223,Soup Station EQ10223,Soup Warmer,EQ10223F272,Food Preparation Equipment,Hot Holding Units,8.03411E+11,W-3Vi,APW,BOH,F272,Tim Hortons #1754,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ10224,Soup Station EQ10224,Soup Warmer,EQ10224F272,Food Preparation Equipment,Hot Holding Units,NA,W-3Vi,APW,NA,F272,Tim Hortons #1754,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ10284,Soup Station EQ10284,Soup Warmer,EQ10284F271,Food Preparation Equipment,Hot Holding Units,8.13941E+12,W-3Vi,APW,,F271,Tim Hortons #2602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ10285,Soup Station EQ10285,Soup Warmer,EQ10285F271,Food Preparation Equipment,Hot Holding Units,8.13941E+12,W-3Vi,APW,,F271,Tim Hortons #2602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ10286,Soup Station EQ10286,Soup Warmer,EQ10286F271,Food Preparation Equipment,Hot Holding Units,8.13941E+12,W-3Vi,APW,,F271,Tim Hortons #2602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ10470,Soup Station EQ10470,Soup Warmer,EQ10470F207,Food Preparation Equipment,Hot Holding Units,Classic Cook n' Serve,CW-3A,AWP Wyott,,F207,Tim Hortons #1651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ10529,Soup Station EQ10529,Soup Warmer,EQ10529F206,Food Preparation Equipment,Hot Holding Units,Classic Cook n' Serve,CW-3A,AWP Wyott,,F206,Tim Hortons #1902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ10616,Soup Station EQ10616,Soup Warmer,EQ10616F203,Food Preparation Equipment,Hot Holding Units,Classic Cook n' Serve Serial #:813941702375,CW-3A,APW Wyatt,NA,F203,Tim Hortons #3205,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ10755,Soup Station EQ10755,Soup Warmer,EQ10755F200,Food Preparation Equipment,Hot Holding Units,Classic Cook n' Serve,CW-3A,AWP Wyott,FOH,F200,Tim Hortons #4153,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ10784,Soup Station EQ10784,Soup Warmer,EQ10784F200,Food Preparation Equipment,Hot Holding Units,Classic Cook n' Serve,CW-3A,AWP Wyott,,F200,Tim Hortons #4153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ11027,Soup Station EQ11027,Soup Warmer,EQ11027F197,Food Preparation Equipment,Hot Holding Units,Xpert Insulated,Xpert Insulated,APW,Left,F197,Tim Hortons #1652,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ11054,Soup Station EQ11054,Soup Warmer,EQ11054F197,Food Preparation Equipment,Hot Holding Units,Xpert Insulated,NA,APW,Right,F197,Tim Hortons #1652,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ11061,Soup Station EQ11061,Soup Warmer,EQ11061F196,Food Preparation Equipment,Hot Holding Units,8.13941E+11,W3VI,APW,,F196,Tim Hortons #0023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ11077,Soup Station EQ11077,Soup Warmer,EQ11077F196,Food Preparation Equipment,Hot Holding Units,N/A,Classic,APW,,F196,Tim Hortons #0023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ11078,Soup Station EQ11078,Soup Warmer,EQ11078F196,Food Preparation Equipment,Hot Holding Units,N/A,Classic,APW,,F196,Tim Hortons #0023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ11268,Soup Station EQ11268,Soup Warmer,EQ11268F190,Food Preparation Equipment,Hot Holding Units,Classic,,APW,,F190,Tim Hortons #0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ11269,Soup Station EQ11269,Soup Warmer,EQ11269F190,Food Preparation Equipment,Hot Holding Units,Classic,,APW,,F190,Tim Hortons #0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ11353,Soup Station EQ11353,Soup Warmer,EQ11353F186,Food Preparation Equipment,Hot Holding Units,8.13941E+12,W-3Vi,APW,,F186,Tim Hortons #0737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ11354,Soup Station EQ11354,Soup Warmer,EQ11354F186,Food Preparation Equipment,Hot Holding Units,8.13941E+12,W-3Vi,APW,,F186,Tim Hortons #0737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ11593,Soup Station EQ11593,Soup Warmer,EQ115932268,Food Preparation Equipment,Hot Holding Units,N/A,N/A,APW,N/A,F299,Tim Hortons #2268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ11617,Soup Station EQ11617,Soup Warmer,EQ11617971,Food Preparation Equipment,Hot Holding Units,N/A,N/A,APW,N/A,F298,Tim Hortons #0971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ13330,Soup Station EQ13330,Soup Warmer,EQ133302873,Food Preparation Equipment,Hot Holding Units,NA,NA,APW,,F342,Tim Hortons #2873,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ13395,Soup Station EQ13395,Soup Warmer,EQ133953031,Food Preparation Equipment,Hot Holding Units,8.13942E+11,13395,APW,left,F343,Tim Hortons #3031,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ13396,Soup Station EQ13396,Soup Warmer,EQ133963031,Food Preparation Equipment,Hot Holding Units,0910D02484,cw-2a,apw,right,F343,Tim Hortons #3031,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ15430,Soup Station EQ15430,Soup Warmer,EQ154302207,Food Preparation Equipment,Hot Holding Units,na,na,APW,left,F341,Tim Hortons #2207,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ15431,Soup Station EQ15431,Soup Warmer,EQ154312207,Food Preparation Equipment,Hot Holding Units,na,na,APW,right,F341,Tim Hortons #2207,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ7729,Soup Station EQ7729,Soup Warmer,EQ7729F258,Food Preparation Equipment,Hot Holding Units,Insulated,Classic,APW,Left Side Farther from Panini Press,F258,Tim Hortons #2983,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ7819,Soup Station EQ7819,Soup Warmer,EQ7819F255,Food Preparation Equipment,Hot Holding Units,90J11A,TWINFS-4,Server,,F255,A&W #4564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ7889,Soup Station EQ7889,Soup Warmer,EQ7889F253,Food Preparation Equipment,Hot Holding Units,TwinFS-4,90J12B,Server,,F253,A&W #4578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ7890,Soup Station EQ7890,Soup Warmer,EQ7890F253,Food Preparation Equipment,Hot Holding Units,TwinFS-4,90J12B,Server,,F253,A&W #4578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ7909,Soup Station EQ7909,Soup Warmer,EQ7909F252,Food Preparation Equipment,Hot Holding Units,Server,90J12B,Twin FS-4,,F252,A&W #4587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8238,Soup Station EQ8238,Soup Warmer,EQ8238F244,Food Preparation Equipment,Hot Holding Units,803411601074 (SPARE),CW-3A,APW,,F244,Tim Hortons #1813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8375,Soup Station EQ8375,Soup Warmer,EQ8375F239,Food Preparation Equipment,Hot Holding Units,NA (left),NA,APW,,F239,Tim Hortons #2373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8376,Soup Station EQ8376,Soup Warmer,EQ8376F239,Food Preparation Equipment,Hot Holding Units,NA (right),NA,APW,,F239,Tim Hortons #2373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8422,Soup Station EQ8422,Soup Warmer,EQ8422F238,Food Preparation Equipment,Hot Holding Units,Call store,Classic,APW,,F238,Tim Hortons #2385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8467,Soup Station EQ8467,Soup Warmer,EQ8467F237,Food Preparation Equipment,Hot Holding Units,NA,NA,APW,,F237,Tim Hortons #2704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8468,Soup Station EQ8468,Soup Warmer,EQ8468F237,Food Preparation Equipment,Hot Holding Units,NA,NA,APW,,F237,Tim Hortons #2704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8622,Soup Station EQ8622,Soup Warmer,EQ8622F233,Food Preparation Equipment,Hot Holding Units,8.03411E+11,CW-3A,APW,,F233,Tim Hortons #4923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8623,Soup Station EQ8623,Soup Warmer,EQ8623F233,Food Preparation Equipment,Hot Holding Units,8.03411E+11,CW-3A,APW,,F233,Tim Hortons #4923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8702,Soup Station EQ8702,Soup Warmer,EQ87026301,Food Preparation Equipment,Hot Holding Units,8.03412E+11,NA,APW,Right Side,F235,Tim Hortons #6301,./image_GEZTcBA.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8793,Soup Station EQ8793,Soup Warmer,EQ8793F188,Food Preparation Equipment,Hot Holding Units,B15011406092,CWi-2A,APW,,F188,Tim Hortons #0250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9152,Soup Station EQ9152,Soup Warmer,EQ9152F276,Food Preparation Equipment,Hot Holding Units,FOH (left),,APW,,F276,Tim Hortons #1571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9153,Soup Station EQ9153,Soup Warmer,EQ9153F276,Food Preparation Equipment,Hot Holding Units,FOH (right),,APW,,F276,Tim Hortons #1571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
